DJID,Genotype,Eye,Sex,Age_Months,eGFP_Value,Experimental_Condition,In_Rip,Length_um,Time_Condition,GluT1_Top_Surface_Integral,GluT1_Bot_Surface_Integral,WGA_Top_Surface_Integral,WGA_Bot_Surface_Integral,GluT1_Top_Integral,GluT1_Middle_Integral,GluT1_Bottom_Integral,WGA_Top_Integral,WGA_Middle_Integral,WGA_Bottom_Integral,file_name
3653,homo,L,Male,1.9,0,Light Flicker,0,3.0,30,271,144,165184,65362,16,1501,86,148043,249147,81040,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,2.4,30,111,389,143207,71931,15,1316,230,122648,205782,92783,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,3.0,30,530,480,235612,103988,127,3678,227,202833,403736,122536,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,2.6999999999999997,30,141,67,116426,38015,16,619,103,117654,169608,52489,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,3.5999999999999996,30,126,75,215995,76862,4,1406,45,183705,409513,94475,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,3.0,30,69,57,172593,60048,9,510,70,142607,274485,80628,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,2.6999999999999997,30,33,19,59304,25224,16,89,20,52261,82963,33128,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,4.5,30,1389,72,667107,158061,180,9679,84,595726,1471670,211462,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,3.15,30,104,295,181487,73582,8,1481,162,146673,303976,91509,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,1,Light Flicker,0,5.7,30,888,14,341085,71718,55,6594,24,246852,864354,98904,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,2.6999999999999997,30,69,305,183044,65675,10,914,156,170118,256406,81975,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,3.15,30,103,23,160645,39922,6,352,24,114791,233448,52809,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,1,Light Flicker,0,2.6999999999999997,30,155,239,292075,107989,24,1215,172,266927,436735,135893,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,1,Light Flicker,0,2.6999999999999997,30,78,376,228384,111571,28,948,236,194573,377396,136029,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,2.55,30,151,210,206165,79858,23,912,107,183080,288338,104296,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,2.4,30,1124,795,406152,133313,115,3838,627,329228,520096,167269,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,1,Light Flicker,0,5.1,30,1234,23,374307,71860,255,6746,35,306238,783235,96180,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,2.55,30,225,187,247297,98839,33,771,82,198168,383415,125265,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,4.5,30,439,70,394544,91165,45,2661,50,341073,765678,121510,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,2.55,30,765,173,191933,72275,101,1736,127,168039,259810,99976,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,2.55,30,106,290,302643,130670,9,522,235,254999,445446,160720,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,3.0,30,1001,639,464849,158666,86,6116,504,385062,750627,201229,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,2.25,30,630,212,124745,87816,302,755,197,100640,200476,112263,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,1,Light Flicker,0,2.25,30,223,75,200229,63997,23,451,57,158578,251924,86644,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,1,Light Flicker,0,2.55,30,111,55,134104,54419,7,288,42,104925,206292,68436,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,2.6999999999999997,30,691,860,412243,126753,48,4479,450,310890,620652,167460,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,3.4499999999999997,30,646,467,311920,118231,35,6763,286,168922,570427,142591,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,0,Light Flicker,0,3.4499999999999997,30,982,1614,496317,168537,202,13384,1059,268579,1011823,221070,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,0,Light Flicker,0,3.3,30,708,623,551057,164208,267,1298,1065,352850,1108126,217988,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,0,Light Flicker,0,2.85,30,168,943,94115,38939,34,2045,1009,63324,140463,51609,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,0,Light Flicker,0,3.3,30,2936,3226,812505,246656,396,22016,2498,511753,1370771,322387,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,0,Light Flicker,0,2.85,30,669,448,496612,174550,199,4179,264,346693,749005,221105,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,0,Light Flicker,0,3.5999999999999996,30,872,402,235169,74273,72,5230,358,127110,432646,100602,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,1,Light Flicker,0,2.55,30,5169,10682,813542,380734,895,37251,7222,446983,1459053,489327,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,0,Light Flicker,0,4.35,30,333,163,249669,70620,31,1249,121,135238,509966,91548,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,0,Light Flicker,0,2.85,30,1877,997,601805,168749,452,6732,647,402155,914740,223610,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,0,Light Flicker,0,2.6999999999999997,30,914,540,690042,195290,192,1826,644,419109,990969,274902,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,0,Light Flicker,0,3.0,30,912,803,484413,177861,153,5476,427,345820,717421,219904,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,1,Light Flicker,0,2.6999999999999997,30,2253,67,465375,169089,464,2982,273,288627,906805,211271,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,0,Light Flicker,0,2.6999999999999997,30,5500,6887,1178964,429037,1048,20968,6653,786186,1807968,567090,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,1,Light Flicker,0,3.0,30,1091,626,505677,169260,178,3978,449,347772,820289,221604,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,0,Light Flicker,0,3.15,30,2852,6217,791799,308408,398,30469,5076,431305,1550906,408836,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,1,Light Flicker,0,2.6999999999999997,30,3702,317,1023334,344183,688,6036,720,654950,2029865,454488,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,0,Light Flicker,0,2.25,30,4135,7680,543795,167146,485,25428,7229,359499,691912,192224,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,0,Light Flicker,0,3.5999999999999996,30,756,660,267269,102133,41,5364,527,149959,547673,133760,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,0,Light Flicker,0,3.3,30,1607,263,449356,144116,451,3219,339,270731,740138,183774,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,0,Light Flicker,0,3.4499999999999997,30,1745,1483,539850,163390,248,11662,1372,340504,913597,220928,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,1,Light Flicker,0,3.15,30,3479,2632,668987,260646,464,26769,1766,364600,1352037,340301,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,0,Light Flicker,0,2.85,30,570,571,387114,120071,167,4355,395,279242,531162,160469,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,0,Light Flicker,0,3.9,30,1103,696,557966,160579,133,9397,579,377039,951698,200730,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,0,Light Flicker,0,2.85,30,386,291,450987,136396,58,1912,238,314672,667766,182045,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,0,Light Flicker,0,3.9,30,434,519,393834,121353,23,4030,434,211364,811759,158689,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,1,Light Flicker,0,3.3,30,690,970,423430,173725,80,5088,710,273125,832210,219163,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,0,Light Flicker,0,2.6999999999999997,30,5353,9114,1074987,380902,833,32748,7141,641981,1721852,499729,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,1,Light Flicker,0,3.15,30,2398,4809,860687,302088,564,23990,4638,565450,1508896,398076,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,0,Light Flicker,0,3.4499999999999997,30,1695,1507,583601,169287,241,7344,1115,359084,1003830,216153,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,0,Light Flicker,0,3.3,30,1023,1659,666875,228238,184,8035,1315,469933,1142665,288289,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,0,Light Flicker,0,3.3,30,336,469,496915,146145,64,3342,347,334286,855641,195389,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,0,Light Flicker,0,4.2,30,706,626,310942,110546,49,9358,320,172170,678197,136479,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,1,Light Flicker,0,2.6999999999999997,30,4733,6312,978210,391322,759,26487,6187,599371,1677134,514094,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,0,Light Flicker,0,3.0,30,2279,2164,630431,219101,248,9276,2390,345032,1153039,293782,3653L_GLUT1_WGA_0002
3653,homo,L,Male,1.9,1,Light Flicker,0,3.4499999999999997,30,1142,192,528668,181867,269,1602,501,319065,1173898,243637,3653L_GLUT1_WGA_0002
