DJID,Genotype,Eye,Sex,Age_Months,eGFP_Value,Experimental_Condition,In_Rip,Length_um,Time_Condition,GluT1_Top_Surface_Integral,GluT1_Bot_Surface_Integral,WGA_Top_Surface_Integral,WGA_Bot_Surface_Integral,GluT1_Top_Integral,GluT1_Middle_Integral,GluT1_Bottom_Integral,WGA_Top_Integral,WGA_Middle_Integral,WGA_Bottom_Integral
3608,het,R,Male,3.0,0,Light Flicker,0,2.55,30,11791,19516,213637,96601,3917,71742,15484,150056,324856,117657
3608,het,R,Male,3.0,1,Light Flicker,0,2.55,30,17184,12197,325466,153486,7899,69317,8755,262842,529029,171605
3608,het,R,Male,3.0,1,Light Flicker,0,2.25,30,98216,39616,771299,393531,46828,242473,27152,543364,1311412,481904
3608,het,R,Male,3.0,0,Light Flicker,0,2.55,30,60957,28042,653582,250062,26428,175056,23974,493967,1036962,332530
3608,het,R,Male,3.0,0,Light Flicker,0,2.6999999999999997,30,87557,49313,661959,328820,38266,296028,38306,432815,1085059,390357
3608,het,R,Male,3.0,0,Light Flicker,0,2.6999999999999997,30,99550,53552,649231,309351,42456,334176,48024,404302,1169365,394291
3608,het,R,Male,3.0,1,Light Flicker,0,2.25,30,44706,79278,921798,515868,13456,193086,73772,587588,1450873,615564
3608,het,R,Male,3.0,0,Light Flicker,0,2.55,30,65783,27898,550327,244694,27340,189282,24950,363198,843688,323607
3608,het,R,Male,3.0,1,Light Flicker,0,4.35,30,148923,7805,1424072,259041,68772,583788,6174,1074782,3238288,205990
3608,het,R,Male,3.0,0,Light Flicker,0,4.5,30,48322,7626,846789,219463,19233,273999,5227,608757,2040474,167879
3608,het,R,Male,3.0,1,Light Flicker,0,4.35,30,90119,8817,1006119,223976,44907,372007,4809,765865,2415725,160201
3608,het,R,Male,3.0,0,Light Flicker,0,2.25,30,51657,21010,437083,184120,20007,130703,19910,277966,624904,239978
3608,het,R,Male,3.0,1,Light Flicker,0,2.25,30,94613,80090,839927,412260,37466,342269,73225,523295,1416958,532961
3608,het,R,Male,3.0,0,Light Flicker,0,2.4,30,78768,54866,748069,329930,36560,239282,46526,552779,1064627,391658
